"CBSA Code","Metropolitan Division Code","CSA Code","CBSA_Title","MMSA","Metropolitan Division Title","CSA Title","Counties","State Name","FIPS State Code","FIPS County Code","Central/Outlying County","county"
"1040","31740",NA,NA,"Manhattan, KS","Metropolitan Statistical Area",NA,NA,"Riley","Kansas","20","161","Central","riley,kansas"
"1041","31820",NA,NA,"Manitowoc, WI","Micropolitan Statistical Area",NA,NA,"Manitowoc","Wisconsin","55","071","Central","manitowoc,wisconsin"
"1042","31860",NA,"359","Mankato, MN","Metropolitan Statistical Area",NA,"Mankato-New Ulm, MN","Blue Earth","Minnesota","27","013","Central","blue earth,minnesota"
"1043","31860",NA,"359","Mankato, MN","Metropolitan Statistical Area",NA,"Mankato-New Ulm, MN","Nicollet","Minnesota","27","103","Central","nicollet,minnesota"
"1044","31900",NA,"360","Mansfield, OH","Metropolitan Statistical Area",NA,"Mansfield-Ashland-Bucyrus, OH","Richland","Ohio","39","139","Central","richland,ohio"
"1045","31930",NA,"425","Marietta, OH","Micropolitan Statistical Area",NA,"Parkersburg-Marietta-Vienna, WV-OH","Washington","Ohio","39","167","Central","washington,ohio"
"1046","31940",NA,"361","Marinette, WI-MI","Micropolitan Statistical Area",NA,"Marinette-Iron Mountain, WI-MI","Menominee","Michigan","26","109","Central","menominee,michigan"
"1047","31940",NA,"361","Marinette, WI-MI","Micropolitan Statistical Area",NA,"Marinette-Iron Mountain, WI-MI","Marinette","Wisconsin","55","075","Central","marinette,wisconsin"
"1048","31980",NA,NA,"Marion, IN","Micropolitan Statistical Area",NA,NA,"Grant","Indiana","18","053","Central","grant,indiana"
"1049","32000",NA,"120","Marion, NC","Micropolitan Statistical Area",NA,"Asheville-Marion-Brevard, NC","McDowell","North Carolina","37","111","Central","mcdowell,north carolina"
"1050","32020",NA,"198","Marion, OH","Micropolitan Statistical Area",NA,"Columbus-Marion-Zanesville, OH","Marion","Ohio","39","101","Central","marion,ohio"
"1051","32100",NA,NA,"Marquette, MI","Micropolitan Statistical Area",NA,NA,"Marquette","Michigan","26","103","Central","marquette,michigan"
"1052","32140",NA,NA,"Marshall, MN","Micropolitan Statistical Area",NA,NA,"Lyon","Minnesota","27","083","Central","lyon,minnesota"
"1053","32180",NA,NA,"Marshall, MO","Micropolitan Statistical Area",NA,NA,"Saline","Missouri","29","195","Central","saline,missouri"
"1054","32260",NA,NA,"Marshalltown, IA","Micropolitan Statistical Area",NA,NA,"Marshall","Iowa","19","127","Central","marshall,iowa"
"1055","32280",NA,"362","Martin, TN","Micropolitan Statistical Area",NA,"Martin-Union City, TN","Weakley","Tennessee","47","183","Central","weakley,tennessee"
"1056","32300",NA,NA,"Martinsville, VA","Micropolitan Statistical Area",NA,NA,"Henry","Virginia","51","089","Central","henry,virginia"
"1057","32300",NA,NA,"Martinsville, VA","Micropolitan Statistical Area",NA,NA,"Martinsville city","Virginia","51","690","Central","martinsville city,virginia"
"1058","32340",NA,NA,"Maryville, MO","Micropolitan Statistical Area",NA,NA,"Nodaway","Missouri","29","147","Central","nodaway,missouri"
"1059","32380",NA,NA,"Mason City, IA","Micropolitan Statistical Area",NA,NA,"Cerro Gordo","Iowa","19","033","Central","cerro gordo,iowa"
"1060","32380",NA,NA,"Mason City, IA","Micropolitan Statistical Area",NA,NA,"Worth","Iowa","19","195","Outlying","worth,iowa"
"1061","32420",NA,"364","Mayagüez, PR","Metropolitan Statistical Area",NA,"Mayagüez-San Germán, PR","Hormigueros Municipio","Puerto Rico","72","067","Central","hormigueros municipio,puerto rico"
"1062","32420",NA,"364","Mayagüez, PR","Metropolitan Statistical Area",NA,"Mayagüez-San Germán, PR","Las Marías Municipio","Puerto Rico","72","083","Outlying","las marías municipio,puerto rico"
"1063","32420",NA,"364","Mayagüez, PR","Metropolitan Statistical Area",NA,"Mayagüez-San Germán, PR","Mayagüez Municipio","Puerto Rico","72","097","Central","mayagüez municipio,puerto rico"
"1064","32460",NA,"424","Mayfield, KY","Micropolitan Statistical Area",NA,"Paducah-Mayfield, KY-IL","Graves","Kentucky","21","083","Central","graves,kentucky"
"1065","32500",NA,"178","Maysville, KY","Micropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Mason","Kentucky","21","161","Central","mason,kentucky"
"1066","32540",NA,NA,"McAlester, OK","Micropolitan Statistical Area",NA,NA,"Pittsburg","Oklahoma","40","121","Central","pittsburg,oklahoma"
"1067","32580",NA,"365","McAllen-Edinburg-Mission, TX","Metropolitan Statistical Area",NA,"McAllen-Edinburg, TX","Hidalgo","Texas","48","215","Central","hidalgo,texas"
"1068","32620",NA,NA,"McComb, MS","Micropolitan Statistical Area",NA,NA,"Pike","Mississippi","28","113","Central","pike,mississippi"
"1069","32660",NA,NA,"McMinnville, TN","Micropolitan Statistical Area",NA,NA,"Warren","Tennessee","47","177","Central","warren,tennessee"
"1070","32700",NA,NA,"McPherson, KS","Micropolitan Statistical Area",NA,NA,"McPherson","Kansas","20","113","Central","mcpherson,kansas"
"1071","32740",NA,"240","Meadville, PA","Micropolitan Statistical Area",NA,"Erie-Meadville, PA","Crawford","Pennsylvania","42","039","Central","crawford,pennsylvania"
"1072","32780",NA,"366","Medford, OR","Metropolitan Statistical Area",NA,"Medford-Grants Pass, OR","Jackson","Oregon","41","029","Central","jackson,oregon"
"1073","32820",NA,"368","Memphis, TN-MS-AR","Metropolitan Statistical Area",NA,"Memphis-Forrest City, TN-MS-AR","Crittenden","Arkansas","05","035","Central","crittenden,arkansas"
"1074","32820",NA,"368","Memphis, TN-MS-AR","Metropolitan Statistical Area",NA,"Memphis-Forrest City, TN-MS-AR","DeSoto","Mississippi","28","033","Central","desoto,mississippi"
"1075","32820",NA,"368","Memphis, TN-MS-AR","Metropolitan Statistical Area",NA,"Memphis-Forrest City, TN-MS-AR","Marshall","Mississippi","28","093","Outlying","marshall,mississippi"
"1076","32820",NA,"368","Memphis, TN-MS-AR","Metropolitan Statistical Area",NA,"Memphis-Forrest City, TN-MS-AR","Tate","Mississippi","28","137","Outlying","tate,mississippi"
"1077","32820",NA,"368","Memphis, TN-MS-AR","Metropolitan Statistical Area",NA,"Memphis-Forrest City, TN-MS-AR","Tunica","Mississippi","28","143","Outlying","tunica,mississippi"
"1078","32820",NA,"368","Memphis, TN-MS-AR","Metropolitan Statistical Area",NA,"Memphis-Forrest City, TN-MS-AR","Fayette","Tennessee","47","047","Outlying","fayette,tennessee"
"1079","32820",NA,"368","Memphis, TN-MS-AR","Metropolitan Statistical Area",NA,"Memphis-Forrest City, TN-MS-AR","Shelby","Tennessee","47","157","Central","shelby,tennessee"
"1080","32820",NA,"368","Memphis, TN-MS-AR","Metropolitan Statistical Area",NA,"Memphis-Forrest City, TN-MS-AR","Tipton","Tennessee","47","167","Outlying","tipton,tennessee"
"1081","32860",NA,"232","Menomonie, WI","Micropolitan Statistical Area",NA,"Eau Claire-Menomonie, WI","Dunn","Wisconsin","55","033","Central","dunn,wisconsin"
"1082","32900",NA,"488","Merced, CA","Metropolitan Statistical Area",NA,"San Jose-San Francisco-Oakland, CA","Merced","California","06","047","Central","merced,california"
"1083","32940",NA,NA,"Meridian, MS","Micropolitan Statistical Area",NA,NA,"Clarke","Mississippi","28","023","Outlying","clarke,mississippi"
"1084","32940",NA,NA,"Meridian, MS","Micropolitan Statistical Area",NA,NA,"Kemper","Mississippi","28","069","Outlying","kemper,mississippi"
"1085","32940",NA,NA,"Meridian, MS","Micropolitan Statistical Area",NA,NA,"Lauderdale","Mississippi","28","075","Central","lauderdale,mississippi"
"1086","33020",NA,"190","Mexico, MO","Micropolitan Statistical Area",NA,"Columbia-Moberly-Mexico, MO","Audrain","Missouri","29","007","Central","audrain,missouri"
"1087","33060",NA,"309","Miami, OK","Micropolitan Statistical Area",NA,"Joplin-Miami, MO-OK","Ottawa","Oklahoma","40","115","Central","ottawa,oklahoma"
"1088","33100","22744","370","Miami-Fort Lauderdale-Pompano Beach, FL","Metropolitan Statistical Area","Fort Lauderdale-Pompano Beach-Sunrise, FL","Miami-Port St. Lucie-Fort Lauderdale, FL","Broward","Florida","12","011","Central","broward,florida"
"1089","33100","33124","370","Miami-Fort Lauderdale-Pompano Beach, FL","Metropolitan Statistical Area","Miami-Miami Beach-Kendall, FL","Miami-Port St. Lucie-Fort Lauderdale, FL","Miami-Dade","Florida","12","086","Central","miami-dade,florida"
"1090","33100","48424","370","Miami-Fort Lauderdale-Pompano Beach, FL","Metropolitan Statistical Area","West Palm Beach-Boca Raton-Boynton Beach, FL","Miami-Port St. Lucie-Fort Lauderdale, FL","Palm Beach","Florida","12","099","Central","palm beach,florida"
"1091","33140",NA,"176","Michigan City-La Porte, IN","Metropolitan Statistical Area",NA,"Chicago-Naperville, IL-IN-WI","LaPorte","Indiana","18","091","Central","laporte,indiana"
"1092","33180",NA,NA,"Middlesborough, KY","Micropolitan Statistical Area",NA,NA,"Bell","Kentucky","21","013","Central","bell,kentucky"
"1093","33220",NA,"474","Midland, MI","Metropolitan Statistical Area",NA,"Saginaw-Midland-Bay City, MI","Midland","Michigan","26","111","Central","midland,michigan"
"1094","33260",NA,"372","Midland, TX","Metropolitan Statistical Area",NA,"Midland-Odessa, TX","Martin","Texas","48","317","Outlying","martin,texas"
"1095","33260",NA,"372","Midland, TX","Metropolitan Statistical Area",NA,"Midland-Odessa, TX","Midland","Texas","48","329","Central","midland,texas"
"1096","33300",NA,NA,"Milledgeville, GA","Micropolitan Statistical Area",NA,NA,"Baldwin","Georgia","13","009","Central","baldwin,georgia"
"1097","33300",NA,NA,"Milledgeville, GA","Micropolitan Statistical Area",NA,NA,"Hancock","Georgia","13","141","Outlying","hancock,georgia"
"1098","33340",NA,"376","Milwaukee-Waukesha, WI","Metropolitan Statistical Area",NA,"Milwaukee-Racine-Waukesha, WI","Milwaukee","Wisconsin","55","079","Central","milwaukee,wisconsin"
"1099","33340",NA,"376","Milwaukee-Waukesha, WI","Metropolitan Statistical Area",NA,"Milwaukee-Racine-Waukesha, WI","Ozaukee","Wisconsin","55","089","Central","ozaukee,wisconsin"
"1100","33340",NA,"376","Milwaukee-Waukesha, WI","Metropolitan Statistical Area",NA,"Milwaukee-Racine-Waukesha, WI","Washington","Wisconsin","55","131","Outlying","washington,wisconsin"
"1101","33340",NA,"376","Milwaukee-Waukesha, WI","Metropolitan Statistical Area",NA,"Milwaukee-Racine-Waukesha, WI","Waukesha","Wisconsin","55","133","Central","waukesha,wisconsin"
"1102","33380",NA,"508","Minden, LA","Micropolitan Statistical Area",NA,"Shreveport-Bossier City-Minden, LA","Webster Parish","Louisiana","22","119","Central","webster parish,louisiana"
"1103","33420",NA,"206","Mineral Wells, TX","Micropolitan Statistical Area",NA,"Dallas-Fort Worth, TX-OK","Palo Pinto","Texas","48","363","Central","palo pinto,texas"
"1104","33460",NA,"378","Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",NA,"Minneapolis-St. Paul, MN-WI","Anoka","Minnesota","27","003","Central","anoka,minnesota"
"1105","33460",NA,"378","Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",NA,"Minneapolis-St. Paul, MN-WI","Carver","Minnesota","27","019","Central","carver,minnesota"
"1106","33460",NA,"378","Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",NA,"Minneapolis-St. Paul, MN-WI","Chisago","Minnesota","27","025","Outlying","chisago,minnesota"
"1107","33460",NA,"378","Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",NA,"Minneapolis-St. Paul, MN-WI","Dakota","Minnesota","27","037","Central","dakota,minnesota"
"1108","33460",NA,"378","Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",NA,"Minneapolis-St. Paul, MN-WI","Hennepin","Minnesota","27","053","Central","hennepin,minnesota"
"1109","33460",NA,"378","Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",NA,"Minneapolis-St. Paul, MN-WI","Isanti","Minnesota","27","059","Outlying","isanti,minnesota"
"1110","33460",NA,"378","Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",NA,"Minneapolis-St. Paul, MN-WI","Le Sueur","Minnesota","27","079","Outlying","le sueur,minnesota"
"1111","33460",NA,"378","Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",NA,"Minneapolis-St. Paul, MN-WI","Mille Lacs","Minnesota","27","095","Outlying","mille lacs,minnesota"
"1112","33460",NA,"378","Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",NA,"Minneapolis-St. Paul, MN-WI","Ramsey","Minnesota","27","123","Central","ramsey,minnesota"
"1113","33460",NA,"378","Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",NA,"Minneapolis-St. Paul, MN-WI","Scott","Minnesota","27","139","Central","scott,minnesota"
"1114","33460",NA,"378","Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",NA,"Minneapolis-St. Paul, MN-WI","Sherburne","Minnesota","27","141","Central","sherburne,minnesota"
"1115","33460",NA,"378","Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",NA,"Minneapolis-St. Paul, MN-WI","Washington","Minnesota","27","163","Central","washington,minnesota"
"1116","33460",NA,"378","Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",NA,"Minneapolis-St. Paul, MN-WI","Wright","Minnesota","27","171","Central","wright,minnesota"
"1117","33460",NA,"378","Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",NA,"Minneapolis-St. Paul, MN-WI","Pierce","Wisconsin","55","093","Outlying","pierce,wisconsin"
"1118","33460",NA,"378","Minneapolis-St. Paul-Bloomington, MN-WI","Metropolitan Statistical Area",NA,"Minneapolis-St. Paul, MN-WI","St. Croix","Wisconsin","55","109","Outlying","st. croix,wisconsin"
"1119","33500",NA,NA,"Minot, ND","Micropolitan Statistical Area",NA,NA,"McHenry","North Dakota","38","049","Outlying","mchenry,north dakota"
"1120","33500",NA,NA,"Minot, ND","Micropolitan Statistical Area",NA,NA,"Renville","North Dakota","38","075","Outlying","renville,north dakota"
"1121","33500",NA,NA,"Minot, ND","Micropolitan Statistical Area",NA,NA,"Ward","North Dakota","38","101","Central","ward,north dakota"
"1122","33540",NA,NA,"Missoula, MT","Metropolitan Statistical Area",NA,NA,"Missoula","Montana","30","063","Central","missoula,montana"
"1123","33580",NA,NA,"Mitchell, SD","Micropolitan Statistical Area",NA,NA,"Davison","South Dakota","46","035","Central","davison,south dakota"
"1124","33580",NA,NA,"Mitchell, SD","Micropolitan Statistical Area",NA,NA,"Hanson","South Dakota","46","061","Outlying","hanson,south dakota"
"1125","33620",NA,"190","Moberly, MO","Micropolitan Statistical Area",NA,"Columbia-Moberly-Mexico, MO","Randolph","Missouri","29","175","Central","randolph,missouri"
"1126","33660",NA,"380","Mobile, AL","Metropolitan Statistical Area",NA,"Mobile-Daphne-Fairhope, AL","Mobile","Alabama","01","097","Central","mobile,alabama"
"1127","33660",NA,"380","Mobile, AL","Metropolitan Statistical Area",NA,"Mobile-Daphne-Fairhope, AL","Washington","Alabama","01","129","Outlying","washington,alabama"
"1128","33700",NA,"488","Modesto, CA","Metropolitan Statistical Area",NA,"San Jose-San Francisco-Oakland, CA","Stanislaus","California","06","099","Central","stanislaus,california"
"1129","33740",NA,"384","Monroe, LA","Metropolitan Statistical Area",NA,"Monroe-Ruston, LA","Morehouse Parish","Louisiana","22","067","Outlying","morehouse parish,louisiana"
"1130","33740",NA,"384","Monroe, LA","Metropolitan Statistical Area",NA,"Monroe-Ruston, LA","Ouachita Parish","Louisiana","22","073","Central","ouachita parish,louisiana"
"1131","33740",NA,"384","Monroe, LA","Metropolitan Statistical Area",NA,"Monroe-Ruston, LA","Union Parish","Louisiana","22","111","Outlying","union parish,louisiana"
"1132","33780",NA,"220","Monroe, MI","Metropolitan Statistical Area",NA,"Detroit-Warren-Ann Arbor, MI","Monroe","Michigan","26","115","Central","monroe,michigan"
"1133","33860",NA,"388","Montgomery, AL","Metropolitan Statistical Area",NA,"Montgomery-Selma-Alexander City, AL","Autauga","Alabama","01","001","Central","autauga,alabama"
"1134","33860",NA,"388","Montgomery, AL","Metropolitan Statistical Area",NA,"Montgomery-Selma-Alexander City, AL","Elmore","Alabama","01","051","Central","elmore,alabama"
"1135","33860",NA,"388","Montgomery, AL","Metropolitan Statistical Area",NA,"Montgomery-Selma-Alexander City, AL","Lowndes","Alabama","01","085","Outlying","lowndes,alabama"
"1136","33860",NA,"388","Montgomery, AL","Metropolitan Statistical Area",NA,"Montgomery-Selma-Alexander City, AL","Montgomery","Alabama","01","101","Central","montgomery,alabama"
"1137","33940",NA,NA,"Montrose, CO","Micropolitan Statistical Area",NA,NA,"Montrose","Colorado","08","085","Central","montrose,colorado"
"1138","33940",NA,NA,"Montrose, CO","Micropolitan Statistical Area",NA,NA,"Ouray","Colorado","08","091","Outlying","ouray,colorado"
"1139","33980",NA,"404","Morehead City, NC","Micropolitan Statistical Area",NA,"New Bern-Morehead City, NC","Carteret","North Carolina","37","031","Central","carteret,north carolina"
"1140","34020",NA,"318","Morgan City, LA","Micropolitan Statistical Area",NA,"Lafayette-Opelousas-Morgan City, LA","St. Mary Parish","Louisiana","22","101","Central","st. mary parish,louisiana"
"1141","34060",NA,"390","Morgantown, WV","Metropolitan Statistical Area",NA,"Morgantown-Fairmont, WV","Monongalia","West Virginia","54","061","Central","monongalia,west virginia"
"1142","34060",NA,"390","Morgantown, WV","Metropolitan Statistical Area",NA,"Morgantown-Fairmont, WV","Preston","West Virginia","54","077","Outlying","preston,west virginia"
"1143","34100",NA,"315","Morristown, TN","Metropolitan Statistical Area",NA,"Knoxville-Morristown-Sevierville, TN","Grainger","Tennessee","47","057","Outlying","grainger,tennessee"
"1144","34100",NA,"315","Morristown, TN","Metropolitan Statistical Area",NA,"Knoxville-Morristown-Sevierville, TN","Hamblen","Tennessee","47","063","Central","hamblen,tennessee"
"1145","34100",NA,"315","Morristown, TN","Metropolitan Statistical Area",NA,"Knoxville-Morristown-Sevierville, TN","Jefferson","Tennessee","47","089","Central","jefferson,tennessee"
"1146","34140",NA,"446","Moscow, ID","Micropolitan Statistical Area",NA,"Pullman-Moscow, WA-ID","Latah","Idaho","16","057","Central","latah,idaho"
"1147","34180",NA,"393","Moses Lake, WA","Micropolitan Statistical Area",NA,"Moses Lake-Othello, WA","Grant","Washington","53","025","Central","grant,washington"
"1148","34220",NA,NA,"Moultrie, GA","Micropolitan Statistical Area",NA,NA,"Colquitt","Georgia","13","071","Central","colquitt,georgia"
"1149","34260",NA,NA,"Mountain Home, AR","Micropolitan Statistical Area",NA,NA,"Baxter","Arkansas","05","005","Central","baxter,arkansas"
"1150","34300",NA,"147","Mountain Home, ID","Micropolitan Statistical Area",NA,"Boise City-Mountain Home-Ontario, ID-OR","Elmore","Idaho","16","039","Central","elmore,idaho"
"1151","34340",NA,"268","Mount Airy, NC","Micropolitan Statistical Area",NA,"Greensboro--Winston-Salem--High Point, NC","Surry","North Carolina","37","171","Central","surry,north carolina"
"1152","34350",NA,"170","Mount Gay-Shamrock, WV","Micropolitan Statistical Area",NA,"Charleston-Huntington-Ashland, WV-OH-KY","Logan","West Virginia","54","045","Central","logan,west virginia"
"1153","34380",NA,"394","Mount Pleasant, MI","Micropolitan Statistical Area",NA,"Mount Pleasant-Alma, MI","Isabella","Michigan","26","073","Central","isabella,michigan"
"1154","34420",NA,NA,"Mount Pleasant, TX","Micropolitan Statistical Area",NA,NA,"Camp","Texas","48","063","Outlying","camp,texas"
"1155","34420",NA,NA,"Mount Pleasant, TX","Micropolitan Statistical Area",NA,NA,"Titus","Texas","48","449","Central","titus,texas"
"1156","34460",NA,"336","Mount Sterling, KY","Micropolitan Statistical Area",NA,"Lexington-Fayette--Richmond--Frankfort, KY","Bath","Kentucky","21","011","Outlying","bath,kentucky"
"1157","34460",NA,"336","Mount Sterling, KY","Micropolitan Statistical Area",NA,"Lexington-Fayette--Richmond--Frankfort, KY","Menifee","Kentucky","21","165","Outlying","menifee,kentucky"
"1158","34460",NA,"336","Mount Sterling, KY","Micropolitan Statistical Area",NA,"Lexington-Fayette--Richmond--Frankfort, KY","Montgomery","Kentucky","21","173","Central","montgomery,kentucky"
"1159","34500",NA,NA,"Mount Vernon, IL","Micropolitan Statistical Area",NA,NA,"Jefferson","Illinois","17","081","Central","jefferson,illinois"
"1160","34540",NA,"198","Mount Vernon, OH","Micropolitan Statistical Area",NA,"Columbus-Marion-Zanesville, OH","Knox","Ohio","39","083","Central","knox,ohio"
"1161","34580",NA,"500","Mount Vernon-Anacortes, WA","Metropolitan Statistical Area",NA,"Seattle-Tacoma, WA","Skagit","Washington","53","057","Central","skagit,washington"
"1162","34620",NA,"294","Muncie, IN","Metropolitan Statistical Area",NA,"Indianapolis-Carmel-Muncie, IN","Delaware","Indiana","18","035","Central","delaware,indiana"
"1163","34660",NA,NA,"Murray, KY","Micropolitan Statistical Area",NA,NA,"Calloway","Kentucky","21","035","Central","calloway,kentucky"
"1164","34700",NA,"209","Muscatine, IA","Micropolitan Statistical Area",NA,"Davenport-Moline, IA-IL","Muscatine","Iowa","19","139","Central","muscatine,iowa"
"1165","34740",NA,"266","Muskegon, MI","Metropolitan Statistical Area",NA,"Grand Rapids-Kentwood-Muskegon, MI","Muskegon","Michigan","26","121","Central","muskegon,michigan"
"1166","34780",NA,"538","Muskogee, OK","Micropolitan Statistical Area",NA,"Tulsa-Muskogee-Bartlesville, OK","Muskogee","Oklahoma","40","101","Central","muskogee,oklahoma"
"1167","34820",NA,"396","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Metropolitan Statistical Area",NA,"Myrtle Beach-Conway, SC-NC","Brunswick","North Carolina","37","019","Central","brunswick,north carolina"
"1168","34820",NA,"396","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Metropolitan Statistical Area",NA,"Myrtle Beach-Conway, SC-NC","Horry","South Carolina","45","051","Central","horry,south carolina"
"1169","34860",NA,NA,"Nacogdoches, TX","Micropolitan Statistical Area",NA,NA,"Nacogdoches","Texas","48","347","Central","nacogdoches,texas"
"1170","34900",NA,"488","Napa, CA","Metropolitan Statistical Area",NA,"San Jose-San Francisco-Oakland, CA","Napa","California","06","055","Central","napa,california"
"1171","34940",NA,"163","Naples-Marco Island, FL","Metropolitan Statistical Area",NA,"Cape Coral-Fort Myers-Naples, FL","Collier","Florida","12","021","Central","collier,florida"
"1172","34980",NA,"400","Nashville-Davidson--Murfreesboro--Franklin, TN","Metropolitan Statistical Area",NA,"Nashville-Davidson--Murfreesboro, TN","Cannon","Tennessee","47","015","Outlying","cannon,tennessee"
"1173","34980",NA,"400","Nashville-Davidson--Murfreesboro--Franklin, TN","Metropolitan Statistical Area",NA,"Nashville-Davidson--Murfreesboro, TN","Cheatham","Tennessee","47","021","Outlying","cheatham,tennessee"
"1174","34980",NA,"400","Nashville-Davidson--Murfreesboro--Franklin, TN","Metropolitan Statistical Area",NA,"Nashville-Davidson--Murfreesboro, TN","Davidson","Tennessee","47","037","Central","davidson,tennessee"
"1175","34980",NA,"400","Nashville-Davidson--Murfreesboro--Franklin, TN","Metropolitan Statistical Area",NA,"Nashville-Davidson--Murfreesboro, TN","Dickson","Tennessee","47","043","Outlying","dickson,tennessee"
"1176","34980",NA,"400","Nashville-Davidson--Murfreesboro--Franklin, TN","Metropolitan Statistical Area",NA,"Nashville-Davidson--Murfreesboro, TN","Macon","Tennessee","47","111","Outlying","macon,tennessee"
"1177","34980",NA,"400","Nashville-Davidson--Murfreesboro--Franklin, TN","Metropolitan Statistical Area",NA,"Nashville-Davidson--Murfreesboro, TN","Maury","Tennessee","47","119","Outlying","maury,tennessee"
"1178","34980",NA,"400","Nashville-Davidson--Murfreesboro--Franklin, TN","Metropolitan Statistical Area",NA,"Nashville-Davidson--Murfreesboro, TN","Robertson","Tennessee","47","147","Outlying","robertson,tennessee"
"1179","34980",NA,"400","Nashville-Davidson--Murfreesboro--Franklin, TN","Metropolitan Statistical Area",NA,"Nashville-Davidson--Murfreesboro, TN","Rutherford","Tennessee","47","149","Outlying","rutherford,tennessee"
"1180","34980",NA,"400","Nashville-Davidson--Murfreesboro--Franklin, TN","Metropolitan Statistical Area",NA,"Nashville-Davidson--Murfreesboro, TN","Smith","Tennessee","47","159","Outlying","smith,tennessee"
"1181","34980",NA,"400","Nashville-Davidson--Murfreesboro--Franklin, TN","Metropolitan Statistical Area",NA,"Nashville-Davidson--Murfreesboro, TN","Sumner","Tennessee","47","165","Central","sumner,tennessee"
"1182","34980",NA,"400","Nashville-Davidson--Murfreesboro--Franklin, TN","Metropolitan Statistical Area",NA,"Nashville-Davidson--Murfreesboro, TN","Trousdale","Tennessee","47","169","Outlying","trousdale,tennessee"
"1183","34980",NA,"400","Nashville-Davidson--Murfreesboro--Franklin, TN","Metropolitan Statistical Area",NA,"Nashville-Davidson--Murfreesboro, TN","Williamson","Tennessee","47","187","Central","williamson,tennessee"
"1184","34980",NA,"400","Nashville-Davidson--Murfreesboro--Franklin, TN","Metropolitan Statistical Area",NA,"Nashville-Davidson--Murfreesboro, TN","Wilson","Tennessee","47","189","Central","wilson,tennessee"
"1185","35020",NA,NA,"Natchez, MS-LA","Micropolitan Statistical Area",NA,NA,"Concordia Parish","Louisiana","22","029","Central","concordia parish,louisiana"
"1186","35020",NA,NA,"Natchez, MS-LA","Micropolitan Statistical Area",NA,NA,"Adams","Mississippi","28","001","Central","adams,mississippi"
"1187","35060",NA,NA,"Natchitoches, LA","Micropolitan Statistical Area",NA,NA,"Natchitoches Parish","Louisiana","22","069","Central","natchitoches parish,louisiana"
"1188","35100",NA,"404","New Bern, NC","Metropolitan Statistical Area",NA,"New Bern-Morehead City, NC","Craven","North Carolina","37","049","Central","craven,north carolina"
"1189","35100",NA,"404","New Bern, NC","Metropolitan Statistical Area",NA,"New Bern-Morehead City, NC","Jones","North Carolina","37","103","Outlying","jones,north carolina"
"1190","35100",NA,"404","New Bern, NC","Metropolitan Statistical Area",NA,"New Bern-Morehead City, NC","Pamlico","North Carolina","37","137","Outlying","pamlico,north carolina"
"1191","35140",NA,"192","Newberry, SC","Micropolitan Statistical Area",NA,"Columbia-Orangeburg-Newberry, SC","Newberry","South Carolina","45","071","Central","newberry,south carolina"
"1192","35220",NA,"294","New Castle, IN","Micropolitan Statistical Area",NA,"Indianapolis-Carmel-Muncie, IN","Henry","Indiana","18","065","Central","henry,indiana"
"1193","35260",NA,"430","New Castle, PA","Micropolitan Statistical Area",NA,"Pittsburgh-New Castle-Weirton, PA-OH-WV","Lawrence","Pennsylvania","42","073","Central","lawrence,pennsylvania"
"1194","35300",NA,"408","New Haven-Milford, CT","Metropolitan Statistical Area",NA,"New York-Newark, NY-NJ-CT-PA","New Haven","Connecticut","09","009","Central","new haven,connecticut"
"1195","35380",NA,"406","New Orleans-Metairie, LA","Metropolitan Statistical Area",NA,"New Orleans-Metairie-Hammond, LA-MS","Jefferson Parish","Louisiana","22","051","Central","jefferson parish,louisiana"
"1196","35380",NA,"406","New Orleans-Metairie, LA","Metropolitan Statistical Area",NA,"New Orleans-Metairie-Hammond, LA-MS","Orleans Parish","Louisiana","22","071","Central","orleans parish,louisiana"
"1197","35380",NA,"406","New Orleans-Metairie, LA","Metropolitan Statistical Area",NA,"New Orleans-Metairie-Hammond, LA-MS","Plaquemines Parish","Louisiana","22","075","Central","plaquemines parish,louisiana"
"1198","35380",NA,"406","New Orleans-Metairie, LA","Metropolitan Statistical Area",NA,"New Orleans-Metairie-Hammond, LA-MS","St. Bernard Parish","Louisiana","22","087","Central","st. bernard parish,louisiana"
