"CBSA Code","Metropolitan Division Code","CSA Code","CBSA_Title","MMSA","Metropolitan Division Title","CSA Title","Counties","State Name","FIPS State Code","FIPS County Code","Central/Outlying County","county"
"356","16980","29404","176","Chicago-Naperville-Elgin, IL-IN-WI","Metropolitan Statistical Area","Lake County-Kenosha County, IL-WI","Chicago-Naperville, IL-IN-WI","Kenosha","Wisconsin","55","059","Outlying","kenosha,wisconsin"
"357","17020",NA,NA,"Chico, CA","Metropolitan Statistical Area",NA,NA,"Butte","California","06","007","Central","butte,california"
"358","17060",NA,"198","Chillicothe, OH","Micropolitan Statistical Area",NA,"Columbus-Marion-Zanesville, OH","Ross","Ohio","39","141","Central","ross,ohio"
"359","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Dearborn","Indiana","18","029","Outlying","dearborn,indiana"
"360","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Franklin","Indiana","18","047","Outlying","franklin,indiana"
"361","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Ohio","Indiana","18","115","Outlying","ohio,indiana"
"362","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Union","Indiana","18","161","Outlying","union,indiana"
"363","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Boone","Kentucky","21","015","Central","boone,kentucky"
"364","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Bracken","Kentucky","21","023","Outlying","bracken,kentucky"
"365","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Campbell","Kentucky","21","037","Central","campbell,kentucky"
"366","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Gallatin","Kentucky","21","077","Outlying","gallatin,kentucky"
"367","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Grant","Kentucky","21","081","Outlying","grant,kentucky"
"368","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Kenton","Kentucky","21","117","Central","kenton,kentucky"
"369","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Pendleton","Kentucky","21","191","Outlying","pendleton,kentucky"
"370","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Brown","Ohio","39","015","Outlying","brown,ohio"
"371","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Butler","Ohio","39","017","Central","butler,ohio"
"372","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Clermont","Ohio","39","025","Central","clermont,ohio"
"373","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Hamilton","Ohio","39","061","Central","hamilton,ohio"
"374","17140",NA,"178","Cincinnati, OH-KY-IN","Metropolitan Statistical Area",NA,"Cincinnati-Wilmington-Maysville, OH-KY-IN","Warren","Ohio","39","165","Central","warren,ohio"
"375","17220",NA,NA,"Clarksburg, WV","Micropolitan Statistical Area",NA,NA,"Doddridge","West Virginia","54","017","Outlying","doddridge,west virginia"
"376","17220",NA,NA,"Clarksburg, WV","Micropolitan Statistical Area",NA,NA,"Harrison","West Virginia","54","033","Central","harrison,west virginia"
"377","17220",NA,NA,"Clarksburg, WV","Micropolitan Statistical Area",NA,NA,"Taylor","West Virginia","54","091","Outlying","taylor,west virginia"
"378","17260",NA,NA,"Clarksdale, MS","Micropolitan Statistical Area",NA,NA,"Coahoma","Mississippi","28","027","Central","coahoma,mississippi"
"379","17300",NA,NA,"Clarksville, TN-KY","Metropolitan Statistical Area",NA,NA,"Christian","Kentucky","21","047","Outlying","christian,kentucky"
"380","17300",NA,NA,"Clarksville, TN-KY","Metropolitan Statistical Area",NA,NA,"Trigg","Kentucky","21","221","Outlying","trigg,kentucky"
"381","17300",NA,NA,"Clarksville, TN-KY","Metropolitan Statistical Area",NA,NA,"Montgomery","Tennessee","47","125","Central","montgomery,tennessee"
"382","17300",NA,NA,"Clarksville, TN-KY","Metropolitan Statistical Area",NA,NA,"Stewart","Tennessee","47","161","Outlying","stewart,tennessee"
"383","17340",NA,NA,"Clearlake, CA","Micropolitan Statistical Area",NA,NA,"Lake","California","06","033","Central","lake,california"
"384","17380",NA,"185","Cleveland, MS","Micropolitan Statistical Area",NA,"Cleveland-Indianola, MS","Bolivar","Mississippi","28","011","Central","bolivar,mississippi"
"385","17420",NA,"174","Cleveland, TN","Metropolitan Statistical Area",NA,"Chattanooga-Cleveland-Dalton, TN-GA","Bradley","Tennessee","47","011","Central","bradley,tennessee"
"386","17420",NA,"174","Cleveland, TN","Metropolitan Statistical Area",NA,"Chattanooga-Cleveland-Dalton, TN-GA","Polk","Tennessee","47","139","Outlying","polk,tennessee"
"387","17460",NA,"184","Cleveland-Elyria, OH","Metropolitan Statistical Area",NA,"Cleveland-Akron-Canton, OH","Cuyahoga","Ohio","39","035","Central","cuyahoga,ohio"
"388","17460",NA,"184","Cleveland-Elyria, OH","Metropolitan Statistical Area",NA,"Cleveland-Akron-Canton, OH","Geauga","Ohio","39","055","Central","geauga,ohio"
"389","17460",NA,"184","Cleveland-Elyria, OH","Metropolitan Statistical Area",NA,"Cleveland-Akron-Canton, OH","Lake","Ohio","39","085","Central","lake,ohio"
"390","17460",NA,"184","Cleveland-Elyria, OH","Metropolitan Statistical Area",NA,"Cleveland-Akron-Canton, OH","Lorain","Ohio","39","093","Outlying","lorain,ohio"
"391","17460",NA,"184","Cleveland-Elyria, OH","Metropolitan Statistical Area",NA,"Cleveland-Akron-Canton, OH","Medina","Ohio","39","103","Central","medina,ohio"
"392","17500",NA,"163","Clewiston, FL","Micropolitan Statistical Area",NA,"Cape Coral-Fort Myers-Naples, FL","Hendry","Florida","12","051","Central","hendry,florida"
"393","17540",NA,"209","Clinton, IA","Micropolitan Statistical Area",NA,"Davenport-Moline, IA-IL","Clinton","Iowa","19","045","Central","clinton,iowa"
"394","17580",NA,"188","Clovis, NM","Micropolitan Statistical Area",NA,"Clovis-Portales, NM","Curry","New Mexico","35","009","Central","curry,new mexico"
"395","17620",NA,"434","Coamo, PR","Micropolitan Statistical Area",NA,"Ponce-Yauco-Coamo, PR","Coamo Municipio","Puerto Rico","72","043","Central","coamo municipio,puerto rico"
"396","17640",NA,"490","Coco, PR","Micropolitan Statistical Area",NA,"San Juan-Bayamón, PR","Salinas Municipio","Puerto Rico","72","123","Central","salinas municipio,puerto rico"
"397","17660",NA,"518","Coeur d'Alene, ID","Metropolitan Statistical Area",NA,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID","Kootenai","Idaho","16","055","Central","kootenai,idaho"
"398","17700",NA,NA,"Coffeyville, KS","Micropolitan Statistical Area",NA,NA,"Montgomery","Kansas","20","125","Central","montgomery,kansas"
"399","17740",NA,"310","Coldwater, MI","Micropolitan Statistical Area",NA,"Kalamazoo-Battle Creek-Portage, MI","Branch","Michigan","26","023","Central","branch,michigan"
"400","17780",NA,NA,"College Station-Bryan, TX","Metropolitan Statistical Area",NA,NA,"Brazos","Texas","48","041","Central","brazos,texas"
"401","17780",NA,NA,"College Station-Bryan, TX","Metropolitan Statistical Area",NA,NA,"Burleson","Texas","48","051","Outlying","burleson,texas"
"402","17780",NA,NA,"College Station-Bryan, TX","Metropolitan Statistical Area",NA,NA,"Robertson","Texas","48","395","Outlying","robertson,texas"
"403","17820",NA,NA,"Colorado Springs, CO","Metropolitan Statistical Area",NA,NA,"El Paso","Colorado","08","041","Central","el paso,colorado"
"404","17820",NA,NA,"Colorado Springs, CO","Metropolitan Statistical Area",NA,NA,"Teller","Colorado","08","119","Outlying","teller,colorado"
"405","17860",NA,"190","Columbia, MO","Metropolitan Statistical Area",NA,"Columbia-Moberly-Mexico, MO","Boone","Missouri","29","019","Central","boone,missouri"
"406","17860",NA,"190","Columbia, MO","Metropolitan Statistical Area",NA,"Columbia-Moberly-Mexico, MO","Cooper","Missouri","29","053","Outlying","cooper,missouri"
"407","17860",NA,"190","Columbia, MO","Metropolitan Statistical Area",NA,"Columbia-Moberly-Mexico, MO","Howard","Missouri","29","089","Outlying","howard,missouri"
"408","17900",NA,"192","Columbia, SC","Metropolitan Statistical Area",NA,"Columbia-Orangeburg-Newberry, SC","Calhoun","South Carolina","45","017","Outlying","calhoun,south carolina"
"409","17900",NA,"192","Columbia, SC","Metropolitan Statistical Area",NA,"Columbia-Orangeburg-Newberry, SC","Fairfield","South Carolina","45","039","Outlying","fairfield,south carolina"
"410","17900",NA,"192","Columbia, SC","Metropolitan Statistical Area",NA,"Columbia-Orangeburg-Newberry, SC","Kershaw","South Carolina","45","055","Outlying","kershaw,south carolina"
"411","17900",NA,"192","Columbia, SC","Metropolitan Statistical Area",NA,"Columbia-Orangeburg-Newberry, SC","Lexington","South Carolina","45","063","Central","lexington,south carolina"
"412","17900",NA,"192","Columbia, SC","Metropolitan Statistical Area",NA,"Columbia-Orangeburg-Newberry, SC","Richland","South Carolina","45","079","Central","richland,south carolina"
"413","17900",NA,"192","Columbia, SC","Metropolitan Statistical Area",NA,"Columbia-Orangeburg-Newberry, SC","Saluda","South Carolina","45","081","Outlying","saluda,south carolina"
"414","17980",NA,"194","Columbus, GA-AL","Metropolitan Statistical Area",NA,"Columbus-Auburn-Opelika, GA-AL","Russell","Alabama","01","113","Central","russell,alabama"
"415","17980",NA,"194","Columbus, GA-AL","Metropolitan Statistical Area",NA,"Columbus-Auburn-Opelika, GA-AL","Chattahoochee","Georgia","13","053","Central","chattahoochee,georgia"
"416","17980",NA,"194","Columbus, GA-AL","Metropolitan Statistical Area",NA,"Columbus-Auburn-Opelika, GA-AL","Harris","Georgia","13","145","Outlying","harris,georgia"
"417","17980",NA,"194","Columbus, GA-AL","Metropolitan Statistical Area",NA,"Columbus-Auburn-Opelika, GA-AL","Marion","Georgia","13","197","Outlying","marion,georgia"
"418","17980",NA,"194","Columbus, GA-AL","Metropolitan Statistical Area",NA,"Columbus-Auburn-Opelika, GA-AL","Muscogee","Georgia","13","215","Central","muscogee,georgia"
"419","17980",NA,"194","Columbus, GA-AL","Metropolitan Statistical Area",NA,"Columbus-Auburn-Opelika, GA-AL","Stewart","Georgia","13","259","Outlying","stewart,georgia"
"420","17980",NA,"194","Columbus, GA-AL","Metropolitan Statistical Area",NA,"Columbus-Auburn-Opelika, GA-AL","Talbot","Georgia","13","263","Outlying","talbot,georgia"
"421","18020",NA,"294","Columbus, IN","Metropolitan Statistical Area",NA,"Indianapolis-Carmel-Muncie, IN","Bartholomew","Indiana","18","005","Central","bartholomew,indiana"
"422","18060",NA,"200","Columbus, MS","Micropolitan Statistical Area",NA,"Columbus-West Point, MS","Lowndes","Mississippi","28","087","Central","lowndes,mississippi"
"423","18100",NA,NA,"Columbus, NE","Micropolitan Statistical Area",NA,NA,"Platte","Nebraska","31","141","Central","platte,nebraska"
"424","18140",NA,"198","Columbus, OH","Metropolitan Statistical Area",NA,"Columbus-Marion-Zanesville, OH","Delaware","Ohio","39","041","Central","delaware,ohio"
"425","18140",NA,"198","Columbus, OH","Metropolitan Statistical Area",NA,"Columbus-Marion-Zanesville, OH","Fairfield","Ohio","39","045","Central","fairfield,ohio"
"426","18140",NA,"198","Columbus, OH","Metropolitan Statistical Area",NA,"Columbus-Marion-Zanesville, OH","Franklin","Ohio","39","049","Central","franklin,ohio"
"427","18140",NA,"198","Columbus, OH","Metropolitan Statistical Area",NA,"Columbus-Marion-Zanesville, OH","Hocking","Ohio","39","073","Outlying","hocking,ohio"
"428","18140",NA,"198","Columbus, OH","Metropolitan Statistical Area",NA,"Columbus-Marion-Zanesville, OH","Licking","Ohio","39","089","Outlying","licking,ohio"
"429","18140",NA,"198","Columbus, OH","Metropolitan Statistical Area",NA,"Columbus-Marion-Zanesville, OH","Madison","Ohio","39","097","Outlying","madison,ohio"
"430","18140",NA,"198","Columbus, OH","Metropolitan Statistical Area",NA,"Columbus-Marion-Zanesville, OH","Morrow","Ohio","39","117","Outlying","morrow,ohio"
"431","18140",NA,"198","Columbus, OH","Metropolitan Statistical Area",NA,"Columbus-Marion-Zanesville, OH","Perry","Ohio","39","127","Outlying","perry,ohio"
"432","18140",NA,"198","Columbus, OH","Metropolitan Statistical Area",NA,"Columbus-Marion-Zanesville, OH","Pickaway","Ohio","39","129","Outlying","pickaway,ohio"
"433","18140",NA,"198","Columbus, OH","Metropolitan Statistical Area",NA,"Columbus-Marion-Zanesville, OH","Union","Ohio","39","159","Outlying","union,ohio"
"434","18180",NA,"148","Concord, NH","Micropolitan Statistical Area",NA,"Boston-Worcester-Providence, MA-RI-NH-CT","Merrimack","New Hampshire","33","013","Central","merrimack,new hampshire"
"435","18220",NA,"458","Connersville, IN","Micropolitan Statistical Area",NA,"Richmond-Connersville, IN","Fayette","Indiana","18","041","Central","fayette,indiana"
"436","18260",NA,NA,"Cookeville, TN","Micropolitan Statistical Area",NA,NA,"Jackson","Tennessee","47","087","Outlying","jackson,tennessee"
"437","18260",NA,NA,"Cookeville, TN","Micropolitan Statistical Area",NA,NA,"Overton","Tennessee","47","133","Outlying","overton,tennessee"
"438","18260",NA,NA,"Cookeville, TN","Micropolitan Statistical Area",NA,NA,"Putnam","Tennessee","47","141","Central","putnam,tennessee"
"439","18300",NA,NA,"Coos Bay, OR","Micropolitan Statistical Area",NA,NA,"Coos","Oregon","41","011","Central","coos,oregon"
"440","18380",NA,NA,"Cordele, GA","Micropolitan Statistical Area",NA,NA,"Crisp","Georgia","13","081","Central","crisp,georgia"
"441","18420",NA,"539","Corinth, MS","Micropolitan Statistical Area",NA,"Tupelo-Corinth, MS","Alcorn","Mississippi","28","003","Central","alcorn,mississippi"
"442","18460",NA,"122","Cornelia, GA","Micropolitan Statistical Area",NA,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL","Habersham","Georgia","13","137","Central","habersham,georgia"
"443","18500",NA,"236","Corning, NY","Micropolitan Statistical Area",NA,"Elmira-Corning, NY","Steuben","New York","36","101","Central","steuben,new york"
"444","18580",NA,"204","Corpus Christi, TX","Metropolitan Statistical Area",NA,"Corpus Christi-Kingsville-Alice, TX","Nueces","Texas","48","355","Central","nueces,texas"
"445","18580",NA,"204","Corpus Christi, TX","Metropolitan Statistical Area",NA,"Corpus Christi-Kingsville-Alice, TX","San Patricio","Texas","48","409","Central","san patricio,texas"
"446","18620",NA,"206","Corsicana, TX","Micropolitan Statistical Area",NA,"Dallas-Fort Worth, TX-OK","Navarro","Texas","48","349","Central","navarro,texas"
"447","18660",NA,"296","Cortland, NY","Micropolitan Statistical Area",NA,"Ithaca-Cortland, NY","Cortland","New York","36","023","Central","cortland,new york"
"448","18700",NA,"440","Corvallis, OR","Metropolitan Statistical Area",NA,"Portland-Vancouver-Salem, OR-WA","Benton","Oregon","41","003","Central","benton,oregon"
"449","18740",NA,NA,"Coshocton, OH","Micropolitan Statistical Area",NA,NA,"Coshocton","Ohio","39","031","Central","coshocton,ohio"
"450","18780",NA,"525","Craig, CO","Micropolitan Statistical Area",NA,"Steamboat Springs-Craig, CO","Moffat","Colorado","08","081","Central","moffat,colorado"
"451","18820",NA,"294","Crawfordsville, IN","Micropolitan Statistical Area",NA,"Indianapolis-Carmel-Muncie, IN","Montgomery","Indiana","18","107","Central","montgomery,indiana"
"452","18860",NA,NA,"Crescent City, CA","Micropolitan Statistical Area",NA,NA,"Del Norte","California","06","015","Central","del norte,california"
"453","18880",NA,NA,"Crestview-Fort Walton Beach-Destin, FL","Metropolitan Statistical Area",NA,NA,"Okaloosa","Florida","12","091","Central","okaloosa,florida"
"454","18880",NA,NA,"Crestview-Fort Walton Beach-Destin, FL","Metropolitan Statistical Area",NA,NA,"Walton","Florida","12","131","Central","walton,florida"
"455","18900",NA,NA,"Crossville, TN","Micropolitan Statistical Area",NA,NA,"Cumberland","Tennessee","47","035","Central","cumberland,tennessee"
"456","18980",NA,"142","Cullman, AL","Micropolitan Statistical Area",NA,"Birmingham-Hoover-Talladega, AL","Cullman","Alabama","01","043","Central","cullman,alabama"
"457","19000",NA,NA,"Cullowhee, NC","Micropolitan Statistical Area",NA,NA,"Jackson","North Carolina","37","099","Central","jackson,north carolina"
"458","19000",NA,NA,"Cullowhee, NC","Micropolitan Statistical Area",NA,NA,"Swain","North Carolina","37","173","Outlying","swain,north carolina"
"459","19060",NA,NA,"Cumberland, MD-WV","Metropolitan Statistical Area",NA,NA,"Allegany","Maryland","24","001","Central","allegany,maryland"
"460","19060",NA,NA,"Cumberland, MD-WV","Metropolitan Statistical Area",NA,NA,"Mineral","West Virginia","54","057","Outlying","mineral,west virginia"
"461","19100","19124","206","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area","Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK","Collin","Texas","48","085","Central","collin,texas"
"462","19100","19124","206","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area","Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK","Dallas","Texas","48","113","Central","dallas,texas"
"463","19100","19124","206","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area","Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK","Denton","Texas","48","121","Outlying","denton,texas"
"464","19100","19124","206","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area","Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK","Ellis","Texas","48","139","Central","ellis,texas"
"465","19100","19124","206","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area","Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK","Hunt","Texas","48","231","Outlying","hunt,texas"
"466","19100","19124","206","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area","Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK","Kaufman","Texas","48","257","Outlying","kaufman,texas"
"467","19100","19124","206","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area","Dallas-Plano-Irving, TX","Dallas-Fort Worth, TX-OK","Rockwall","Texas","48","397","Central","rockwall,texas"
"468","19100","23104","206","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area","Fort Worth-Arlington-Grapevine, TX","Dallas-Fort Worth, TX-OK","Johnson","Texas","48","251","Central","johnson,texas"
"469","19100","23104","206","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area","Fort Worth-Arlington-Grapevine, TX","Dallas-Fort Worth, TX-OK","Parker","Texas","48","367","Outlying","parker,texas"
"470","19100","23104","206","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area","Fort Worth-Arlington-Grapevine, TX","Dallas-Fort Worth, TX-OK","Tarrant","Texas","48","439","Central","tarrant,texas"
"471","19100","23104","206","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area","Fort Worth-Arlington-Grapevine, TX","Dallas-Fort Worth, TX-OK","Wise","Texas","48","497","Outlying","wise,texas"
"472","19140",NA,"174","Dalton, GA","Metropolitan Statistical Area",NA,"Chattanooga-Cleveland-Dalton, TN-GA","Murray","Georgia","13","213","Central","murray,georgia"
"473","19140",NA,"174","Dalton, GA","Metropolitan Statistical Area",NA,"Chattanooga-Cleveland-Dalton, TN-GA","Whitfield","Georgia","13","313","Central","whitfield,georgia"
"474","19180",NA,NA,"Danville, IL","Metropolitan Statistical Area",NA,NA,"Vermilion","Illinois","17","183","Central","vermilion,illinois"
"475","19220",NA,NA,"Danville, KY","Micropolitan Statistical Area",NA,NA,"Boyle","Kentucky","21","021","Central","boyle,kentucky"
"476","19220",NA,NA,"Danville, KY","Micropolitan Statistical Area",NA,NA,"Lincoln","Kentucky","21","137","Outlying","lincoln,kentucky"
"477","19260",NA,NA,"Danville, VA","Micropolitan Statistical Area",NA,NA,"Pittsylvania","Virginia","51","143","Central","pittsylvania,virginia"
"478","19260",NA,NA,"Danville, VA","Micropolitan Statistical Area",NA,NA,"Danville city","Virginia","51","590","Central","danville city,virginia"
"479","19300",NA,"380","Daphne-Fairhope-Foley, AL","Metropolitan Statistical Area",NA,"Mobile-Daphne-Fairhope, AL","Baldwin","Alabama","01","003","Central","baldwin,alabama"
"480","19340",NA,"209","Davenport-Moline-Rock Island, IA-IL","Metropolitan Statistical Area",NA,"Davenport-Moline, IA-IL","Henry","Illinois","17","073","Outlying","henry,illinois"
"481","19340",NA,"209","Davenport-Moline-Rock Island, IA-IL","Metropolitan Statistical Area",NA,"Davenport-Moline, IA-IL","Mercer","Illinois","17","131","Outlying","mercer,illinois"
"482","19340",NA,"209","Davenport-Moline-Rock Island, IA-IL","Metropolitan Statistical Area",NA,"Davenport-Moline, IA-IL","Rock Island","Illinois","17","161","Central","rock island,illinois"
"483","19340",NA,"209","Davenport-Moline-Rock Island, IA-IL","Metropolitan Statistical Area",NA,"Davenport-Moline, IA-IL","Scott","Iowa","19","163","Central","scott,iowa"
"484","19420",NA,"174","Dayton, TN","Micropolitan Statistical Area",NA,"Chattanooga-Cleveland-Dalton, TN-GA","Rhea","Tennessee","47","143","Central","rhea,tennessee"
"485","19430",NA,"212","Dayton-Kettering, OH","Metropolitan Statistical Area",NA,"Dayton-Springfield-Kettering, OH","Greene","Ohio","39","057","Central","greene,ohio"
"486","19430",NA,"212","Dayton-Kettering, OH","Metropolitan Statistical Area",NA,"Dayton-Springfield-Kettering, OH","Miami","Ohio","39","109","Central","miami,ohio"
"487","19430",NA,"212","Dayton-Kettering, OH","Metropolitan Statistical Area",NA,"Dayton-Springfield-Kettering, OH","Montgomery","Ohio","39","113","Central","montgomery,ohio"
"488","19460",NA,"290","Decatur, AL","Metropolitan Statistical Area",NA,"Huntsville-Decatur, AL","Lawrence","Alabama","01","079","Outlying","lawrence,alabama"
"489","19460",NA,"290","Decatur, AL","Metropolitan Statistical Area",NA,"Huntsville-Decatur, AL","Morgan","Alabama","01","103","Central","morgan,alabama"
"490","19500",NA,NA,"Decatur, IL","Metropolitan Statistical Area",NA,NA,"Macon","Illinois","17","115","Central","macon,illinois"
"491","19540",NA,"258","Decatur, IN","Micropolitan Statistical Area",NA,"Fort Wayne-Huntington-Auburn, IN","Adams","Indiana","18","001","Central","adams,indiana"
"492","19580",NA,NA,"Defiance, OH","Micropolitan Statistical Area",NA,NA,"Defiance","Ohio","39","039","Central","defiance,ohio"
"493","19620",NA,NA,"Del Rio, TX","Micropolitan Statistical Area",NA,NA,"Val Verde","Texas","48","465","Central","val verde,texas"
"494","19660",NA,"422","Deltona-Daytona Beach-Ormond Beach, FL","Metropolitan Statistical Area",NA,"Orlando-Lakeland-Deltona, FL","Flagler","Florida","12","035","Central","flagler,florida"
"495","19660",NA,"422","Deltona-Daytona Beach-Ormond Beach, FL","Metropolitan Statistical Area",NA,"Orlando-Lakeland-Deltona, FL","Volusia","Florida","12","127","Central","volusia,florida"
"496","19700",NA,NA,"Deming, NM","Micropolitan Statistical Area",NA,NA,"Luna","New Mexico","35","029","Central","luna,new mexico"
"497","19740",NA,"216","Denver-Aurora-Lakewood, CO","Metropolitan Statistical Area",NA,"Denver-Aurora, CO","Adams","Colorado","08","001","Central","adams,colorado"
"498","19740",NA,"216","Denver-Aurora-Lakewood, CO","Metropolitan Statistical Area",NA,"Denver-Aurora, CO","Arapahoe","Colorado","08","005","Central","arapahoe,colorado"
"499","19740",NA,"216","Denver-Aurora-Lakewood, CO","Metropolitan Statistical Area",NA,"Denver-Aurora, CO","Broomfield","Colorado","08","014","Central","broomfield,colorado"
"500","19740",NA,"216","Denver-Aurora-Lakewood, CO","Metropolitan Statistical Area",NA,"Denver-Aurora, CO","Clear Creek","Colorado","08","019","Outlying","clear creek,colorado"
"501","19740",NA,"216","Denver-Aurora-Lakewood, CO","Metropolitan Statistical Area",NA,"Denver-Aurora, CO","Denver","Colorado","08","031","Central","denver,colorado"
"502","19740",NA,"216","Denver-Aurora-Lakewood, CO","Metropolitan Statistical Area",NA,"Denver-Aurora, CO","Douglas","Colorado","08","035","Central","douglas,colorado"
"503","19740",NA,"216","Denver-Aurora-Lakewood, CO","Metropolitan Statistical Area",NA,"Denver-Aurora, CO","Elbert","Colorado","08","039","Outlying","elbert,colorado"
"504","19740",NA,"216","Denver-Aurora-Lakewood, CO","Metropolitan Statistical Area",NA,"Denver-Aurora, CO","Gilpin","Colorado","08","047","Outlying","gilpin,colorado"
"505","19740",NA,"216","Denver-Aurora-Lakewood, CO","Metropolitan Statistical Area",NA,"Denver-Aurora, CO","Jefferson","Colorado","08","059","Central","jefferson,colorado"
"506","19740",NA,"216","Denver-Aurora-Lakewood, CO","Metropolitan Statistical Area",NA,"Denver-Aurora, CO","Park","Colorado","08","093","Outlying","park,colorado"
"507","19760",NA,"217","DeRidder, LA","Micropolitan Statistical Area",NA,"DeRidder-Fort Polk South, LA","Beauregard Parish","Louisiana","22","011","Central","beauregard parish,louisiana"
"508","19780",NA,"218","Des Moines-West Des Moines, IA","Metropolitan Statistical Area",NA,"Des Moines-Ames-West Des Moines, IA","Dallas","Iowa","19","049","Central","dallas,iowa"
"509","19780",NA,"218","Des Moines-West Des Moines, IA","Metropolitan Statistical Area",NA,"Des Moines-Ames-West Des Moines, IA","Guthrie","Iowa","19","077","Outlying","guthrie,iowa"
"510","19780",NA,"218","Des Moines-West Des Moines, IA","Metropolitan Statistical Area",NA,"Des Moines-Ames-West Des Moines, IA","Jasper","Iowa","19","099","Outlying","jasper,iowa"
"511","19780",NA,"218","Des Moines-West Des Moines, IA","Metropolitan Statistical Area",NA,"Des Moines-Ames-West Des Moines, IA","Madison","Iowa","19","121","Outlying","madison,iowa"
"512","19780",NA,"218","Des Moines-West Des Moines, IA","Metropolitan Statistical Area",NA,"Des Moines-Ames-West Des Moines, IA","Polk","Iowa","19","153","Central","polk,iowa"
"513","19780",NA,"218","Des Moines-West Des Moines, IA","Metropolitan Statistical Area",NA,"Des Moines-Ames-West Des Moines, IA","Warren","Iowa","19","181","Outlying","warren,iowa"
"514","19820","19804","220","Detroit-Warren-Dearborn, MI","Metropolitan Statistical Area","Detroit-Dearborn-Livonia, MI","Detroit-Warren-Ann Arbor, MI","Wayne","Michigan","26","163","Central","wayne,michigan"
"515","19820","47664","220","Detroit-Warren-Dearborn, MI","Metropolitan Statistical Area","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI","Lapeer","Michigan","26","087","Outlying","lapeer,michigan"
"516","19820","47664","220","Detroit-Warren-Dearborn, MI","Metropolitan Statistical Area","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI","Livingston","Michigan","26","093","Outlying","livingston,michigan"
"517","19820","47664","220","Detroit-Warren-Dearborn, MI","Metropolitan Statistical Area","Warren-Troy-Farmington Hills, MI","Detroit-Warren-Ann Arbor, MI","Macomb","Michigan","26","099","Central","macomb,michigan"
